id,cost,effect,fling_power,internal_name,name,short_effect,text,item_fling_effect_id
99,7000,Give to a scientist in the mining museum in oreburgh city or the Museum of Science in pewter city to receive a lileep.,100,root-fossil,根状化石,Can be revived into a Lileep.,"很久以前栖息在海里的
古代宝可梦的化石。
好像是根的一部分。",__NULL__
100,7000,Give to a scientist in the mining museum in oreburgh city or the Museum of Science in pewter city to receive an anorith.,100,claw-fossil,爪子化石,Can be revived into an Anorith.,"很久以前栖息在海里的
古代宝可梦的化石。
好像是爪子的一部分。",__NULL__
101,7000,Give to a scientist in the mining museum in oreburgh city or the Museum of Science in pewter city to receive an omanyte.,100,helix-fossil,贝壳化石,Can be revived into an Omanyte.,"很久以前栖息在海里的
古代宝可梦的化石。
好像是贝壳的一部分。",__NULL__
102,7000,Give to a scientist in the mining museum in oreburgh city or the Museum of Science in pewter city to receive a kabuto.,100,dome-fossil,甲壳化石,Can be revived into a Kabuto.,"很久以前栖息在海里的
古代宝可梦的化石。
好像是甲壳的一部分。",__NULL__
103,10000,Give to a scientist in the mining museum in oreburgh city or the Museum of Science in pewter city to receive an aerodactyl.,100,old-amber,秘密琥珀,Can be revived into an Aerodactyl.,"封存着古代宝可梦
遗传基因的琥珀，
透着点红色。",__NULL__
104,7000,Give to a scientist in the mining museum in oreburgh city or the Museum of Science in pewter city to receive a shieldon.,100,armor-fossil,盾甲化石,Can be revived into a Shieldon.,"很久以前生活在地上的
古代宝可梦的化石。
好像是领饰的一部分。",__NULL__
105,7000,Give to a scientist in the mining museum in oreburgh city or the Museum of Science in pewter city to receive a cranidos.,100,skull-fossil,头盖化石,Can be revived into a Cranidos.,"很久以前生活在地上的
古代宝可梦的化石。
好像是头部的一部分。",__NULL__
106,5000,Vendor trash.,100,rare-bone,贵重骨头,"Sell for 5000 Pokédollars, or to Bone Man for 10000 Pokédollars.","在宝可梦考古学上
非常贵重的骨头。
可以在商店高价出售。",__NULL__
107,3000,"Used on a party Pokémon
:   Evolves a minccino into cinccino, a roselia into roserade, or a togetic into togekiss.",80,shiny-stone,光之石,"Evolves a Minccino into Cinccino, a Roselia into Roserade, or a Togetic into Togekiss.","能让某些特定宝可梦
进化的神奇石头。
像光芒一样耀眼。",__NULL__
108,3000,"Used on a party Pokémon
:   Evolves a lampent into chandelure, a misdreavus into mismagius, or a murkrow into honchkrow.",80,dusk-stone,暗之石,"Evolves a Lampent into Chandelure, a Misdreavus into Mismagius, or a Murkrow into Honchkrow.","能让某些特定宝可梦
进化的神奇石头。
像黑夜一般漆黑。",__NULL__
109,3000,"Used on a party Pokémon
:   Evolves a male kirlia into gallade or a female snorunt into froslass.",80,dawn-stone,觉醒之石,Evolves a male Kirlia into Gallade or a female Snorunt into Froslass.,"能让某些特定宝可梦
进化的神奇石头。
像眼眸一般光彩动人。",__NULL__
110,2000,"Held by happiny
:   Holder evolves into chansey when it levels up during the daytime.",80,oval-stone,浑圆之石,Level-up during Day on a Happiny: Holder evolves into Chansey.,"能让某些特定宝可梦
进化的神奇石头。
像珠子一般圆润。",__NULL__
111,2100,"Place in the tower on sinnoh route 209.  Check the stone to encounter a spiritomb, as long as the trainer’s Underground status card counts at least 32 greetings.",80,odd-keystone,楔石,Use on the tower on Route 209 to encounter Spiritomb if you have at least 32 Underground greetings.,"没有它，石之塔就会
崩塌的重要石头。
有时能从石头里听到声音。",__NULL__
112,0,"Held by dialga
:   Holder’s dragon- and steel-type moves have 1.2× their usual power.",60,adamant-orb,金刚宝珠,Boosts the damage from Dialga’s Dragon-type and Steel-type moves by 20%.,"让帝牙卢卡携带的话，
龙和钢属性的招式威力就会提高。
散发着光辉的宝珠。",__NULL__
113,0,"Held by palkia
:   Holder’s dragon- and water-type moves have 1.2× their usual power.",60,lustrous-orb,白玉宝珠,Boosts the damage from Palkia’s Dragon-type and Water-type moves by 20%.,"让帕路奇亚携带的话，
龙和水属性的招式威力就会提高。
散发着美丽光辉的宝珠。",__NULL__
114,50,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",__NULL__,grass-mail,Grass Mail,Lets a Trainer write a message and send it via Pokémon trade.,"Stationery featuring a print of a
refreshingly green field.
Let a Pokémon hold it for delivery.",__NULL__
115,50,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",__NULL__,flame-mail,Flame Mail,Lets a Trainer write a message and send it via Pokémon trade.,"Stationery featuring a print of flames
in blazing red.
Let a Pokémon hold it for delivery.",__NULL__
116,50,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",__NULL__,bubble-mail,Bubble Mail,Lets a Trainer write a message and send it via Pokémon trade.,"Stationery featuring a print of a blue
world underwater.
Let a Pokémon hold it for delivery.",__NULL__
117,50,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",__NULL__,bloom-mail,Bloom Mail,Lets a Trainer write a message and send it via Pokémon trade.,"Stationery featuring a print of pretty
floral patterns.
Let a Pokémon hold it for delivery.",__NULL__
118,50,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",__NULL__,tunnel-mail,Tunnel Mail,Lets a Trainer write a message and send it via Pokémon trade.,"Stationery featuring a print of a dimly
lit coal mine.
Let a Pokémon hold it for delivery.",__NULL__
119,50,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",__NULL__,steel-mail,Steel Mail,Lets a Trainer write a message and send it via Pokémon trade.,"Stationery featuring a print of cool
mechanical designs.
Let a Pokémon hold it for delivery.",__NULL__
120,50,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",__NULL__,heart-mail,Heart Mail,Lets a Trainer write a message and send it via Pokémon trade.,"Stationery featuring a print of giant
heart patterns.
Let a Pokémon hold it for delivery.",__NULL__
121,50,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",__NULL__,snow-mail,Snow Mail,Lets a Trainer write a message and send it via Pokémon trade.,"Stationery featuring a print of a
chilly, snow-covered world.
Let a Pokémon hold it for delivery.",__NULL__
122,50,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",__NULL__,space-mail,Space Mail,Lets a Trainer write a message and send it via Pokémon trade.,"Stationery featuring a print depicting
the huge expanse of space.
Let a Pokémon hold it for delivery.",__NULL__
123,50,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",__NULL__,air-mail,Air Mail,Lets a Trainer write a message and send it via Pokémon trade.,"Stationery featuring a print of
colorful letter sets.
Let a Pokémon hold it for delivery.",__NULL__
124,50,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",__NULL__,mosaic-mail,Mosaic Mail,Lets a Trainer write a message and send it via Pokémon trade.,"Stationery featuring a print of a vivid
rainbow pattern.
Let a Pokémon hold it for delivery.",__NULL__
125,50,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",__NULL__,brick-mail,Brick Mail,Lets a Trainer write a message and send it via Pokémon trade.,"Stationery featuring a print of a
tough-looking brick pattern.
Let a Pokémon hold it for delivery.",__NULL__
126,80,"Held in battle
:   When the holder is paralyzed, it consumes this item to cure the paralysis.

Used on a party Pokémon
:   Cures paralysis.",10,cheri-berry,樱子果,Held: Consumed when paralyzed to cure paralysis.,"让宝可梦携带后，
可以治愈麻痹。",3
127,80,"Held in battle
:   When the holder is asleep, it consumes this item to wake up.

Used on a party Pokémon
:   Cures sleep.",10,chesto-berry,零余果,Held: Consumed when asleep to cure sleep.,"让宝可梦携带后，
可以治愈睡眠。",3
128,80,"Held in battle
:   When the holder is poisoned, it consumes this item to cure the poison.

Used on a party Pokémon
:   Cures poison.",10,pecha-berry,桃桃果,Held: Consumed when poisoned to cure poison.,"让宝可梦携带后，
可以治愈中毒。",3
129,80,"Held in battle
:   When the holder is burned, it consumes this item to cure the burn.

Used on a party Pokémon
:   Cures a burn.",10,rawst-berry,莓莓果,Held: Consumed when burned to cure a burn.,"让宝可梦携带后，
可以治愈灼伤。",3
130,80,"Held in battle
:   When the holder is frozen, it consumes this item to thaw itself.

Used on a party Pokémon
:   Cures freezing.",10,aspear-berry,利木果,Held: Consumed when frozen to cure frozen.,"让宝可梦携带后，
可以治愈冰冻。",3
331,1000,Teaches Return to a compatible Pokémon.,__NULL__,tm27,招式学习器２７,Teaches Return to a compatible Pokémon. (Gen I: Fissure),"为了训练家而
全力攻击对手。
亲密度越高，威力越大。",__NULL__
131,80,"Held in battle
:   When the holder is out of PP for one of its moves, it consumes this item to restore 10 of that move’s PP.

Used on a party Pokémon
:   Restores 10 PP for a selected move.",10,leppa-berry,苹野果,Held: Consumed when a move runs out of PP to restore its PP by 10.,"让宝可梦携带后，
可以回复１０ＰＰ。",3
132,80,"Held in battle
:   When the holder has 1/2 its max HP remaining or less, it consumes this item to restore 10 HP.

Used on a party Pokémon
:   Restores 10 HP.",10,oran-berry,橙橙果,Held: Consumed at 1/2 max HP to recover 10 HP.,"让宝可梦携带后，
可以回复１０ＨＰ。",3
