id,accuracy,ailment_chance,crit_rate,drain,effect,effect_chance,flinch_chance,healing,internal_name,max_hits,max_turns,min_hits,min_turns,name,power,pp,priority,short_effect,stat_chance,text,move_ailment_id,move_category_id,move_damage_class_id,move_target_id,type_id
82,100,0,0,0,Inflicts exactly 40 damage.,__NULL__,0,0,dragon-rage,__NULL__,__NULL__,__NULL__,__NULL__,龙之怒,__NULL__,10,0,Inflicts 40 points of damage.,0,"将愤怒的冲击波
撞向对手进行攻击。
必定会给予４０的伤害。",0,0,3,10,16
83,85,100,0,0,"Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.

rapid spin cancels this effect.",100,0,0,fire-spin,__NULL__,6,__NULL__,5,火焰旋涡,35,15,0,Prevents the target from fleeing and inflicts damage for 2-5 turns.,0,"将对手困在
激烈的火焰旋涡中，
在４～５回合内进行攻击。",8,4,3,10,10
84,100,10,0,0,Inflicts regular damage.  Has a $effect_chance% chance to paralyze the target.,10,0,0,thunder-shock,__NULL__,__NULL__,__NULL__,__NULL__,电击,40,30,0,Has a $effect_chance% chance to paralyze the target.,0,"发出电流刺激对手进行攻击。
有时会让对手陷入麻痹状态。",1,4,3,10,13
85,100,10,0,0,Inflicts regular damage.  Has a $effect_chance% chance to paralyze the target.,10,0,0,thunderbolt,__NULL__,__NULL__,__NULL__,__NULL__,十万伏特,90,15,0,Has a $effect_chance% chance to paralyze the target.,0,"向对手发出
强力电击进行攻击。
有时会让对手陷入麻痹状态。",1,4,3,10,13
86,90,0,0,0,Paralyzes the target.,__NULL__,0,0,thunder-wave,__NULL__,__NULL__,__NULL__,__NULL__,电磁波,__NULL__,20,0,Paralyzes the target.,0,"向对手发出
微弱的电击，
从而让对手陷入麻痹状态。",1,1,1,10,13
87,70,30,0,0,"Inflicts regular damage.  Has a $effect_chance% chance to paralyze the target.

During rain dance, this move has 100% accuracy.  It also has a (100 - accuracy)% chance to break through the protection of protect and detect.

During sunny day, this move has 50% accuracy.",30,0,0,thunder,__NULL__,__NULL__,__NULL__,__NULL__,打雷,110,10,0,Has a $effect_chance% chance to paralyze the target.,0,"向对手劈下暴雷进行攻击。
有时会让对手陷入麻痹状态。",1,4,3,10,13
88,90,0,0,0,Inflicts regular damage.,__NULL__,0,0,rock-throw,__NULL__,__NULL__,__NULL__,__NULL__,落石,50,15,0,Inflicts regular damage with no additional effect.,0,"拿起小岩石，
投掷对手进行攻击。",0,0,2,10,6
89,100,0,0,0,"Inflicts regular damage.

If the target is in the first turn of dig, this move will hit with double power.",__NULL__,0,0,earthquake,__NULL__,__NULL__,__NULL__,__NULL__,地震,100,10,0,Inflicts regular damage and can hit Dig users.,0,"利用地震的冲击，
攻击自己周围所有的宝可梦。",0,0,2,9,5
90,30,0,0,0,"Inflicts damage equal to the target’s max HP.  Ignores accuracy and evasion modifiers.  This move’s accuracy is 30% plus 1% for each level the user is higher than the target.  If the user is a lower level than the target, this move will fail.

Because this move inflicts a specific and finite amount of damage, endure still prevents the target from fainting.

The effects of lock on, mind reader, and no guard still apply, as long as the user is equal or higher level than the target.  However, they will not give this move a chance to break through detect or protect.",__NULL__,0,0,fissure,__NULL__,__NULL__,__NULL__,__NULL__,地裂,__NULL__,5,0,Causes a one-hit KO.,0,"让对手掉落于地裂的
裂缝中进行攻击。
只要命中就会一击濒死。",0,9,2,10,5
91,100,0,0,0,"Inflicts regular damage.  User digs underground for one turn, becoming immune to attack, and hits on the second turn.

During the immune turn, earthquake, fissure, and magnitude still hit the user normally, and their power is doubled if appropriate.

The user may be hit during its immune turn if under the effect of lock on, mind reader, or no guard.

This move cannot be selected by sleep talk.",__NULL__,0,0,dig,__NULL__,__NULL__,__NULL__,__NULL__,挖洞,80,10,0,"User digs underground, dodging all attacks, and hits next turn.",0,"第１回合钻入，
第２回合攻击对手。",0,0,2,10,5
92,90,0,0,0,Badly poisons the target.  Never misses when used by a poison-type Pokémon.,__NULL__,0,0,toxic,__NULL__,15,__NULL__,15,剧毒,__NULL__,10,0,"Badly poisons the target, inflicting more damage every turn.",0,"让对手陷入剧毒状态。
随着回合的推进，
中毒伤害会增加。",5,1,1,10,4
93,100,10,0,0,Inflicts regular damage.  Has a $effect_chance% chance to confuse the target.,10,0,0,confusion,__NULL__,5,__NULL__,2,念力,50,25,0,Has a $effect_chance% chance to confuse the target.,0,"向对手发送
微弱的念力进行攻击。
有时会使对手混乱。",6,4,3,10,14
94,100,0,0,0,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Special Defense by one stage.,10,0,0,psychic,__NULL__,__NULL__,__NULL__,__NULL__,精神强念,90,10,0,Has a $effect_chance% chance to lower the target’s Special Defense by one stage.,10,"向对手发送
强大的念力进行攻击。
有时会降低对手的特防。",0,6,3,10,14
95,60,0,0,0,Puts the target to sleep.,__NULL__,0,0,hypnosis,__NULL__,4,__NULL__,2,催眠术,__NULL__,20,0,Puts the target to sleep.,0,"施以诱导睡意的暗示，
让对手陷入睡眠状态。",2,1,1,10,14
96,__NULL__,0,0,0,Raises the user’s Attack by one stage.,__NULL__,0,0,meditate,__NULL__,__NULL__,__NULL__,__NULL__,瑜伽姿势,__NULL__,40,0,Raises the user’s Attack by one stage.,0,"唤醒身体深处
沉睡的力量，
从而提高自己的攻击。",0,2,1,7,14
97,__NULL__,0,0,0,Raises the user’s Speed by two stages.,__NULL__,0,0,agility,__NULL__,__NULL__,__NULL__,__NULL__,高速移动,__NULL__,30,0,Raises the user’s Speed by two stages.,0,"让身体放松变得轻盈，
以便高速移动。
大幅提高自己的速度。",0,2,1,7,14
98,100,0,0,0,Inflicts regular damage.,__NULL__,0,0,quick-attack,__NULL__,__NULL__,__NULL__,__NULL__,电光一闪,40,30,1,Inflicts regular damage with no additional effect.,0,"以迅雷不及掩耳之势扑向对手。
必定能够先制攻击。",0,0,2,10,1
99,100,0,0,0,"Inflicts regular damage.  Every time the user is hit after it uses this move but before its next action, its Attack raises by one stage.",__NULL__,0,0,rage,__NULL__,__NULL__,__NULL__,__NULL__,愤怒,20,20,0,"If the user is hit after using this move, its Attack rises by one stage.",0,"如果在使出招式后
受到攻击的话，
会因愤怒的力量而提高攻击。",0,0,2,10,1
100,__NULL__,0,0,0,Does nothing.  Wild battles end immediately.,__NULL__,0,0,teleport,__NULL__,__NULL__,__NULL__,__NULL__,瞬间移动,__NULL__,20,-6,Immediately ends wild battles.  No effect otherwise.,0,停止和野生宝可梦战斗并逃走。,0,13,1,7,14
101,100,0,0,0,"Inflicts damage equal to the user’s level.  Type immunity applies, but other type effects are ignored.",__NULL__,0,0,night-shade,__NULL__,__NULL__,__NULL__,__NULL__,黑夜魔影,__NULL__,15,0,Inflicts damage equal to the user’s level.,0,"显示恐怖幻影，
只给予对手
和自己等级相同的伤害。",0,0,3,10,8
102,__NULL__,0,0,0,"This move is replaced by the target’s last successfully used move, and its PP changes to 5.  If the target hasn’t used a move since entering the field, if it tried to use a move this turn and failed, or if the user already knows the targeted move, this move will fail.  This effect vanishes when the user leaves the field.

If chatter, metronome, mimic, sketch, or struggle is selected, this move will fail.

This move cannot be copied by mirror move, nor selected by assist or metronome, nor forced by encore.",__NULL__,0,0,mimic,__NULL__,__NULL__,__NULL__,__NULL__,模仿,__NULL__,10,0,Copies the target’s last used move.,0,"可以将对手
最后使用的招式，
在战斗内变成自己的招式。",0,13,1,10,1
103,85,0,0,0,Lowers the target’s Defense by two stages.,__NULL__,0,0,screech,__NULL__,__NULL__,__NULL__,__NULL__,刺耳声,__NULL__,40,0,Lowers the target’s Defense by two stages.,0,"发出不由自主想要
捂起耳朵的刺耳声，
从而大幅降低对手的防御。",0,2,1,10,1
104,__NULL__,0,0,0,Raises the user’s evasion by one stage.,__NULL__,0,0,double-team,__NULL__,__NULL__,__NULL__,__NULL__,影子分身,__NULL__,15,0,Raises the user’s evasion by one stage.,0,"通过快速移动来制造分身，
扰乱对手，从而提高闪避率。",0,2,1,7,1
105,__NULL__,0,0,0,Heals the user for half its max HP.,__NULL__,0,50,recover,__NULL__,__NULL__,__NULL__,__NULL__,自我再生,__NULL__,5,0,Heals the user by half its max HP.,0,"让细胞再生，
从而回复自己
最大ＨＰ的一半。",0,3,1,7,1
106,__NULL__,0,0,0,Raises the user’s Defense by one stage.,__NULL__,0,0,harden,__NULL__,__NULL__,__NULL__,__NULL__,变硬,__NULL__,30,0,Raises the user’s Defense by one stage.,0,"全身使劲，让身体变硬，
从而提高自己的防御。",0,2,1,7,1
107,__NULL__,0,0,0,"Raises the user’s evasion by two stages.

stomp and steamroller have double power against Pokémon that have used this move since entering the field.",__NULL__,0,0,minimize,__NULL__,__NULL__,__NULL__,__NULL__,变小,__NULL__,10,0,Raises the user’s evasion by two stages.,0,"蜷缩身体显得很小，
从而大幅提高
自己的闪避率。",0,2,1,7,1
108,100,0,0,0,Lowers the target’s accuracy by one stage.,__NULL__,0,0,smokescreen,__NULL__,__NULL__,__NULL__,__NULL__,烟幕,__NULL__,20,0,Lowers the target’s accuracy by one stage.,0,"向对手喷出烟或墨汁等，
从而降低对手的命中率。",0,2,1,10,1
109,100,0,0,0,Confuses the target.,__NULL__,0,0,confuse-ray,__NULL__,5,__NULL__,2,奇异之光,__NULL__,10,0,Confuses the target.,0,"显示奇怪的光，
扰乱对手。
使对手混乱。",6,1,1,10,8
110,__NULL__,0,0,0,Raises the user’s Defense by one stage.,__NULL__,0,0,withdraw,__NULL__,__NULL__,__NULL__,__NULL__,缩入壳中,__NULL__,40,0,Raises the user’s Defense by one stage.,0,"缩入壳里保护身体，
从而提高自己的防御。",0,2,1,7,11
111,__NULL__,0,0,0,"Raises user’s Defense by one stage.

After this move is used, the power of ice ball and rollout are doubled until the user leaves the field.",__NULL__,0,0,defense-curl,__NULL__,__NULL__,__NULL__,__NULL__,变圆,__NULL__,40,0,Raises user’s Defense by one stage.,0,"将身体蜷曲变圆，
从而提高自己的防御。",0,2,1,7,1
112,__NULL__,0,0,0,Raises the user’s Defense by two stages.,__NULL__,0,0,barrier,__NULL__,__NULL__,__NULL__,__NULL__,屏障,__NULL__,20,0,Raises the user’s Defense by two stages.,0,"制造坚固的壁障，
从而大幅提高自己的防御。",0,2,1,7,14
113,__NULL__,0,0,0,"Erects a barrier around the user’s side of the field that reduces damage from special attacks by half for five turns.  In double battles, the reduction is 1/3.  Critical hits are not affected by the barrier.

If the user is holding light clay, the barrier lasts for eight turns.

brick break or defog used by an opponent will destroy the barrier.",__NULL__,0,0,light-screen,__NULL__,__NULL__,__NULL__,__NULL__,光墙,__NULL__,30,0,Reduces damage from special attacks by 50% for five turns.,0,"在５回合内使用神奇的墙，
减弱从对手那受到的
特殊攻击的伤害。",0,11,1,4,14
114,__NULL__,0,0,0,"Removes stat, accuracy, and evasion modifiers from every Pokémon on the field.

This does not count as a stat reduction for the purposes of clear body or white smoke.",__NULL__,0,0,haze,__NULL__,__NULL__,__NULL__,__NULL__,黑雾,__NULL__,30,0,"Resets all Pokémon’s stats, accuracy, and evasion.",0,"升起黑雾，将正在场上战斗的
全体宝可梦的能力变回原点。",0,10,1,12,15
115,__NULL__,0,0,0,"Erects a barrier around the user’s side of the field that reduces damage from physical attacks by half for five turns.  In double battles, the reduction is 1/3.  Critical hits are not affected by the barrier.

If the user is holding light clay, the barrier lasts for eight turns.

brick break or defog used by an opponent will destroy the barrier.",__NULL__,0,0,reflect,__NULL__,__NULL__,__NULL__,__NULL__,反射壁,__NULL__,20,0,Reduces damage from physical attacks by half.,0,"在５回合内使用神奇的墙，
减弱从对手那受到的
物理攻击的伤害。",0,11,1,4,14
116,__NULL__,0,0,0,"User’s critical hit rate is two levels higher until it leaves the field.  If the user has already used focus energy since entering the field, this move will fail.

This effect is passed on by baton pass.",__NULL__,0,0,focus-energy,__NULL__,__NULL__,__NULL__,__NULL__,聚气,__NULL__,30,0,Increases the user’s chance to score a critical hit.,0,"深深地吸口气，集中精神。
自己的攻击
会变得容易击中要害。",0,13,1,7,1
117,__NULL__,0,0,0,"User waits for two turns.  On the second turn, the user inflicts twice the damage it accumulated on the last Pokémon to hit it.  Damage inflicted is typeless.

This move cannot be selected by sleep talk.",__NULL__,0,0,bide,__NULL__,__NULL__,__NULL__,__NULL__,忍耐,__NULL__,10,1,"User waits for two turns, then hits back for twice the damage it took.",0,"在２回合内忍受攻击，
受到的伤害会
２倍返还给对手。",0,0,2,7,1
118,__NULL__,0,0,0,"Selects any move at random and uses it.  Moves the user already knows are not eligible.  Assist, meta, protection, and reflection moves are also not eligible; specifically, assist, chatter, copycat, counter, covet, destiny bond, detect, endure, feint, focus punch, follow me, helping hand, me first, metronome, mimic, mirror coat, mirror move, protect, quick guard, sketch, sleep talk, snatch, struggle, switcheroo, thief, trick, and wide guard will not be selected by this move.

This move cannot be copied by mimic or mirror move, nor selected by assist, metronome, or sleep talk.",__NULL__,0,0,metronome,__NULL__,__NULL__,__NULL__,__NULL__,挥指,__NULL__,10,0,Randomly selects and uses any move in the game.,0,"挥动手指刺激自己的大脑，
从所有的招式中
任意使出１个。",0,13,1,7,1
119,__NULL__,0,0,0,"Uses the last move targeted at the user by a Pokémon still on the field.  A move counts as targeting the user even if it hit multiple Pokémon, as long as the user was one of them; however, moves targeting the field itself do not count.  If the user has not been targeted by an appropriate move since entering the field, or if no Pokémon that targeted the user remains on the field, this move will fail.

Moves that failed, missed, had no effect, or were blocked are still copied.

Assist moves, time-delayed moves, “meta” moves that operate on other moves/Pokémon/abilities, and some other special moves cannot be copied and are ignored; if the last move to hit the user was such a move, the previous move will be used instead.  The full list of ignored moves is: acid armor, acupressure, after you, agility, ally switch, amnesia, aqua ring, aromatherapy, aromatic mist, assist, autotomize, barrier, baton pass, belch, belly drum, bide, bulk up, calm mind, camouflage, celebrate, charge, coil, conversion, conversion 2, copycat, cosmic power, cotton guard, counter, crafty shield, curse, defend order, defense curl, destiny bond, detect, doom desire, double team, dragon dance, electric terrain, endure, final gambit, flower shield, focus energy, focus punch, follow me, future sight, geomancy, grassy terrain, gravity, growth, grudge, guard split, hail, happy hour, harden, haze, heal bell, heal order, heal pulse, healing wish, helping hand, hold hands, hone claws, howl, imprison, ingrain, ion deluge, iron defense, kings shield, light screen, lucky chant, lunar dance, magic coat, magnet rise, magnetic flux, mat block, me first, meditate, metronome, milk drink, mimic, minimize, mirror coat, mirror move, mist, misty terrain, moonlight, morning sun, mud sport, nasty plot, nature power, perish song, power split, power trick, protect, psych up, quick guard, quiver dance, rage powder, rain dance, recover, recycle, reflect, reflect type, refresh, rest, rock polish, role play, roost, rototiller, safeguard, sandstorm, shadow blast, shadow bolt, shadow half, shadow rush, shadow shed, shadow sky, shadow storm, shadow wave, sharpen, shell smash, shift gear, sketch, slack off, sleep talk, snatch, soft boiled, spikes, spiky shield, spit up, splash, stealth rock, sticky web, stockpile, struggle, substitute, sunny day, swallow, swords dance, synthesis, tail glow, tailwind, teleport, toxic spikes, transform, water sport, wide guard, wish, withdraw and work up.

This move cannot be selected by assist, metronome, or sleep talk, nor forced by encore.",__NULL__,0,0,mirror-move,__NULL__,__NULL__,__NULL__,__NULL__,鹦鹉学舌,__NULL__,20,0,Uses the target’s last used move.,0,"模仿对手使用的招式，
自己也使用相同招式。",0,13,1,10,3
