id,internal_name,name,type_id,accuracy,effect_chance,pp,priority,power,move_damage_class_id,move_target_id,text,short_effect,effect,min_hits,max_turns,drain,healing,crit_rate,ailment_chance,flinch_chance,stat_chance,move_category_id,move_ailment_id
99,rage,愤怒,1,100,,20,0,20,2,10,"如果在使出招式后
受到攻击的话，
会因愤怒的力量而提高攻击。","If the user is hit after using this move, its Attack rises by one stage.","Inflicts regular damage.  Every time the user is hit after it uses this move but before its next action, its Attack raises by one stage.",,,0,0,0,0,0,0,0,0
100,teleport,瞬间移动,14,,,20,-6,,1,7,停止和野生宝可梦战斗并逃走。,Immediately ends wild battles.  No effect otherwise.,Does nothing.  Wild battles end immediately.,,,0,0,0,0,0,0,13,0
101,night-shade,黑夜魔影,8,100,,15,0,,3,10,"显示恐怖幻影，
只给予对手
和自己等级相同的伤害。",Inflicts damage equal to the user's level.,"Inflicts damage equal to the user's level.  Type immunity applies, but other type effects are ignored.",,,0,0,0,0,0,0,0,0
121,egg-bomb,炸蛋,1,75,,10,0,100,2,10,"向对手用力投掷
大大的蛋进行攻击。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
102,mimic,模仿,1,,,10,0,,1,10,"可以将对手
最后使用的招式，
在战斗内变成自己的招式。",Copies the target's last used move.,"This move is replaced by the target's last successfully used move, and its PP changes to 5.  If the target hasn't used a move since entering the field, if it tried to use a move this turn and failed, or if the user already knows the targeted move, this move will fail.  This effect vanishes when the user leaves the field.

If chatter, metronome, mimic, sketch, or struggle is selected, this move will fail.

This move cannot be copied by mirror move, nor selected by assist or metronome, nor forced by encore.",,,0,0,0,0,0,0,13,0
103,screech,刺耳声,1,85,,40,0,,1,10,"发出不由自主想要
捂起耳朵的刺耳声，
从而大幅降低对手的防御。",Lowers the target's Defense by two stages.,Lowers the target's Defense by two stages.,,,0,0,0,0,0,0,2,0
104,double-team,影子分身,1,,,15,0,,1,7,"通过快速移动来制造分身，
扰乱对手，从而提高闪避率。",Raises the user's evasion by one stage.,Raises the user's evasion by one stage.,,,0,0,0,0,0,0,2,0
105,recover,自我再生,1,,,5,0,,1,7,"让细胞再生，
从而回复自己
最大ＨＰ的一半。",Heals the user by half its max HP.,Heals the user for half its max HP.,,,0,50,0,0,0,0,3,0
106,harden,变硬,1,,,30,0,,1,7,"全身使劲，让身体变硬，
从而提高自己的防御。",Raises the user's Defense by one stage.,Raises the user's Defense by one stage.,,,0,0,0,0,0,0,2,0
107,minimize,变小,1,,,10,0,,1,7,"蜷缩身体显得很小，
从而大幅提高
自己的闪避率。",Raises the user's evasion by two stages.,"Raises the user's evasion by two stages.

stomp and steamroller have double power against Pokémon that have used this move since entering the field.",,,0,0,0,0,0,0,2,0
108,smokescreen,烟幕,1,100,,20,0,,1,10,"向对手喷出烟或墨汁等，
从而降低对手的命中率。",Lowers the target's accuracy by one stage.,Lowers the target's accuracy by one stage.,,,0,0,0,0,0,0,2,0
109,confuse-ray,奇异之光,8,100,,10,0,,1,10,"显示奇怪的光，
扰乱对手。
使对手混乱。",Confuses the target.,Confuses the target.,,5,0,0,0,0,0,0,1,6
110,withdraw,缩入壳中,11,,,40,0,,1,7,"缩入壳里保护身体，
从而提高自己的防御。",Raises the user's Defense by one stage.,Raises the user's Defense by one stage.,,,0,0,0,0,0,0,2,0
111,defense-curl,变圆,1,,,40,0,,1,7,"将身体蜷曲变圆，
从而提高自己的防御。",Raises user's Defense by one stage.,"Raises user's Defense by one stage.

After this move is used, the power of ice ball and rollout are doubled until the user leaves the field.",,,0,0,0,0,0,0,2,0
112,barrier,屏障,14,,,20,0,,1,7,"制造坚固的壁障，
从而大幅提高自己的防御。",Raises the user's Defense by two stages.,Raises the user's Defense by two stages.,,,0,0,0,0,0,0,2,0
113,light-screen,光墙,14,,,30,0,,1,4,"在５回合内使用神奇的墙，
减弱从对手那受到的
特殊攻击的伤害。",Reduces damage from special attacks by 50% for five turns.,"Erects a barrier around the user's side of the field that reduces damage from special attacks by half for five turns.  In double battles, the reduction is 1/3.  Critical hits are not affected by the barrier.

If the user is holding light clay, the barrier lasts for eight turns.

brick break or defog used by an opponent will destroy the barrier.",,,0,0,0,0,0,0,11,0
114,haze,黑雾,15,,,30,0,,1,12,"升起黑雾，将正在场上战斗的
全体宝可梦的能力变回原点。","Resets all Pokémon's stats, accuracy, and evasion.","Removes stat, accuracy, and evasion modifiers from every Pokémon on the field.

This does not count as a stat reduction for the purposes of clear body or white smoke.",,,0,0,0,0,0,0,10,0
115,reflect,反射壁,14,,,20,0,,1,4,"在５回合内使用神奇的墙，
减弱从对手那受到的
物理攻击的伤害。",Reduces damage from physical attacks by half.,"Erects a barrier around the user's side of the field that reduces damage from physical attacks by half for five turns.  In double battles, the reduction is 1/3.  Critical hits are not affected by the barrier.

If the user is holding light clay, the barrier lasts for eight turns.

brick break or defog used by an opponent will destroy the barrier.",,,0,0,0,0,0,0,11,0
116,focus-energy,聚气,1,,,30,0,,1,7,"深深地吸口气，集中精神。
自己的攻击
会变得容易击中要害。",Increases the user's chance to score a critical hit.,"User's critical hit rate is two levels higher until it leaves the field.  If the user has already used focus energy since entering the field, this move will fail.

This effect is passed on by baton pass.",,,0,0,0,0,0,0,13,0
117,bide,忍耐,1,,,10,1,,2,7,"在２回合内忍受攻击，
受到的伤害会
２倍返还给对手。","User waits for two turns, then hits back for twice the damage it took.","User waits for two turns.  On the second turn, the user inflicts twice the damage it accumulated on the last Pokémon to hit it.  Damage inflicted is typeless.

This move cannot be selected by sleep talk.",,,0,0,0,0,0,0,0,0
118,metronome,挥指,1,,,10,0,,1,7,"挥动手指刺激自己的大脑，
从所有的招式中
任意使出１个。",Randomly selects and uses any move in the game.,"Selects any move at random and uses it.  Moves the user already knows are not eligible.  Assist, meta, protection, and reflection moves are also not eligible; specifically, assist, chatter, copycat, counter, covet, destiny bond, detect, endure, feint, focus punch, follow me, helping hand, me first, metronome, mimic, mirror coat, mirror move, protect, quick guard, sketch, sleep talk, snatch, struggle, switcheroo, thief, trick, and wide guard will not be selected by this move.

This move cannot be copied by mimic or mirror move, nor selected by assist, metronome, or sleep talk.",,,0,0,0,0,0,0,13,0
119,mirror-move,鹦鹉学舌,3,,,20,0,,1,10,"模仿对手使用的招式，
自己也使用相同招式。",Uses the target's last used move.,"Uses the last move targeted at the user by a Pokémon still on the field.  A move counts as targeting the user even if it hit multiple Pokémon, as long as the user was one of them; however, moves targeting the field itself do not count.  If the user has not been targeted by an appropriate move since entering the field, or if no Pokémon that targeted the user remains on the field, this move will fail.

Moves that failed, missed, had no effect, or were blocked are still copied.

Assist moves, time-delayed moves, “meta” moves that operate on other moves/Pokémon/abilities, and some other special moves cannot be copied and are ignored; if the last move to hit the user was such a move, the previous move will be used instead.  The full list of ignored moves is: acid armor, acupressure, after you, agility, ally switch, amnesia, aqua ring, aromatherapy, aromatic mist, assist, autotomize, barrier, baton pass, belch, belly drum, bide, bulk up, calm mind, camouflage, celebrate, charge, coil, conversion, conversion 2, copycat, cosmic power, cotton guard, counter, crafty shield, curse, defend order, defense curl, destiny bond, detect, doom desire, double team, dragon dance, electric terrain, endure, final gambit, flower shield, focus energy, focus punch, follow me, future sight, geomancy, grassy terrain, gravity, growth, grudge, guard split, hail, happy hour, harden, haze, heal bell, heal order, heal pulse, healing wish, helping hand, hold hands, hone claws, howl, imprison, ingrain, ion deluge, iron defense, kings shield, light screen, lucky chant, lunar dance, magic coat, magnet rise, magnetic flux, mat block, me first, meditate, metronome, milk drink, mimic, minimize, mirror coat, mirror move, mist, misty terrain, moonlight, morning sun, mud sport, nasty plot, nature power, perish song, power split, power trick, protect, psych up, quick guard, quiver dance, rage powder, rain dance, recover, recycle, reflect, reflect type, refresh, rest, rock polish, role play, roost, rototiller, safeguard, sandstorm, shadow blast, shadow bolt, shadow half, shadow rush, shadow shed, shadow sky, shadow storm, shadow wave, sharpen, shell smash, shift gear, sketch, slack off, sleep talk, snatch, soft boiled, spikes, spiky shield, spit up, splash, stealth rock, sticky web, stockpile, struggle, substitute, sunny day, swallow, swords dance, synthesis, tail glow, tailwind, teleport, toxic spikes, transform, water sport, wide guard, wish, withdraw and work up.

This move cannot be selected by assist, metronome, or sleep talk, nor forced by encore.",,,0,0,0,0,0,0,13,0
120,self-destruct,自爆,1,100,,5,0,200,2,9,"引发爆炸，
攻击自己周围所有的宝可梦。
使用后陷入濒死。",User faints.,"User faints, even if the attack fails or misses.  Inflicts regular damage.",,,0,0,0,0,0,0,0,0
122,lick,舌舔,8,100,30,30,0,30,2,10,"用长长的舌头，
舔遍对手进行攻击。
有时会让对手陷入麻痹状态。",Has a 30% chance to paralyze the target.,Inflicts regular damage.  Has a 30% chance to paralyze the target.,,,0,0,0,30,0,0,4,1
123,smog,浊雾,4,70,40,20,0,30,3,10,"将肮脏的浓雾
吹向对手进行攻击。
有时会让对手陷入中毒状态。",Has a 40% chance to poison the target.,Inflicts regular damage.  Has a 40% chance to poison the target.,,,0,0,0,40,0,0,4,5
124,sludge,污泥攻击,4,100,30,20,0,65,3,10,"用污泥投掷对手进行攻击。
有时会让对手陷入中毒状态。",Has a 30% chance to poison the target.,Inflicts regular damage.  Has a 30% chance to poison the target.,,,0,0,0,30,0,0,4,5
125,bone-club,骨棒,5,85,10,20,0,65,2,10,"用手中的骨头
殴打对手进行攻击。
有时会使对手畏缩。",Has a 10% chance to make the target flinch.,Inflicts regular damage.  Has a 10% chance to make the target flinch.,,,0,0,0,0,10,0,0,0
126,fire-blast,大字爆炎,10,85,10,5,0,110,3,10,"用大字形状的火焰烧尽对手。
有时会让对手陷入灼伤状态。",Has a 10% chance to burn the target.,Inflicts regular damage.  Has a 10% chance to burn the target.,,,0,0,0,10,0,0,4,4
127,waterfall,攀瀑,11,100,20,15,0,80,2,10,"以惊人的气势扑向对手。
有时会使对手畏缩。",Has a 20% chance to make the target flinch.,Inflicts regular damage.  Has a 20% chance to make the target flinch.,,,0,0,0,0,20,0,0,0
128,clamp,贝壳夹击,11,85,100,15,0,35,2,10,"用非常坚固且厚实的贝壳，
在４～５回合内
夹住对手进行攻击。",Prevents the target from fleeing and inflicts damage for 2-5 turns.,"Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.

rapid spin cancels this effect.",,6,0,0,0,100,0,0,4,8
129,swift,高速星星,1,,,20,0,60,3,11,"发射星形的光攻击对手。
攻击必定会命中。",Never misses.,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,,,0,0,0,0,0,0,0,0
130,skull-bash,火箭头锤,1,100,100,10,0,130,2,10,"第１回合把头缩进去，
从而提高防御。
第２回合攻击对手。",Raises the user's Defense by one stage.  User charges for one turn before attacking.,"Inflicts regular damage.  Raises the user's Defense by one stage.  User then charges for one turn before attacking.

This move cannot be selected by sleep talk.",,,0,0,0,100,0,0,0,0
131,spike-cannon,尖刺加农炮,1,100,,15,0,20,2,10,"向对手发射
锐针进行攻击。
连续攻击２～５次。",Hits 2-5 times in one turn.,"Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",2,,0,0,0,0,0,0,0,0
132,constrict,缠绕,1,100,10,35,0,10,2,10,"用触手或青藤等缠绕进行攻击。
有时会降低对手的速度。",Has a 10% chance to lower the target's Speed by one stage.,Inflicts regular damage.  Has a 10% chance to lower the target's Speed by one stage.,,,0,0,0,0,0,10,6,0
133,amnesia,瞬间失忆,14,,,20,0,,1,7,"将头脑清空，
瞬间忘记某事，
从而大幅提高自己的特防。",Raises the user's Special Defense by two stages.,Raises the user's Special Defense by two stages.,,,0,0,0,0,0,0,2,0
134,kinesis,折弯汤匙,14,80,,15,0,,1,10,"折弯汤匙引开注意，
从而降低对手的命中率。",Lowers the target's accuracy by one stage.,Lowers the target's accuracy by one stage.,,,0,0,0,0,0,0,2,0
135,soft-boiled,生蛋,1,,,5,0,,1,7,回复自己最大ＨＰ的一半。,Heals the user by half its max HP.,Heals the user for half its max HP.,,,0,50,0,0,0,0,3,0
136,high-jump-kick,飞膝踢,2,90,,10,0,130,2,10,"跳起后用膝盖撞对手进行攻击。
如果撞偏则自己会受到伤害。","If the user misses, it takes half the damage it would have inflicted in recoil.","Inflicts regular damage. If this move misses, is blocked by protect or detect, or has no effect, the user takes damage equal to half of its max HP rounded down.

This move cannot be used while gravity is in effect.",,,0,0,0,0,0,0,0,0
137,glare,大蛇瞪眼,1,100,,30,0,,1,10,"用腹部的花纹使对手害怕，
从而让其陷入麻痹状态。",Paralyzes the target.,Paralyzes the target.,,,0,0,0,0,0,0,1,1
138,dream-eater,食梦,14,100,,15,0,100,3,10,"吃掉正在睡觉的对手的梦
进行攻击。回复对手
所受到伤害的一半ＨＰ。",Only works on sleeping Pokémon.  Drains half the damage inflicted to heal the user.,Fails if not used on a sleeping Pokémon.  Inflicts regular damage.  Drains half the damage inflicted to heal the user.,,,50,0,0,0,0,0,8,0
