id,species_id,catalog_id,entry_number
6322,671,34,40
6323,671,36,671
6324,672,1,672
6325,672,12,89
6326,672,31,221
6327,672,34,41
6328,673,1,673
6329,673,12,90
6330,673,31,222
6331,673,34,42
6332,674,1,674
6333,674,12,91
6334,674,16,220
6335,674,19,92
6336,674,21,284
6337,674,24,105
6338,674,27,111
6339,674,34,47
6340,675,1,675
6341,675,12,92
6342,675,16,221
6343,675,19,93
6344,675,21,285
6345,675,24,106
6346,675,27,112
6347,675,34,48
6348,675,36,675
6349,676,1,676
6350,676,12,93
6351,676,21,30
6352,676,22,30
6353,676,25,14
6354,676,34,158
6355,676,36,676
6356,677,1,677
6357,677,12,114
6358,677,27,208
6359,677,33,104
6360,677,34,43
6361,678,1,678
6362,678,12,115
6363,678,27,209
6364,678,33,105
6365,678,34,44
6366,678,36,678
6367,679,1,679
6368,679,12,117
6369,679,27,330
6370,679,34,71
6371,680,1,680
6372,680,12,118
6373,680,27,331
6374,680,34,72
6375,681,1,681
6376,681,12,119
6377,681,27,332
6378,681,34,73
6379,681,36,681
6380,682,1,682
6381,682,12,129
6382,682,27,212
6383,682,34,96
6384,683,1,683
6385,683,12,130
6386,683,27,213
6387,683,34,97
6388,683,36,683
6389,684,1,684
6390,684,12,131
6391,684,27,210
6392,684,34,98
6393,685,1,685
6394,685,12,132
6395,685,27,211
6396,685,34,99
6397,685,36,685
6398,686,1,686
6399,686,13,10
6400,686,21,26
6401,686,22,26
6402,686,25,10
6403,686,27,290
6404,686,28,108
6405,686,33,80
6406,686,34,159
6407,687,1,687
6408,687,13,11
6409,687,21,27
6410,687,22,27
6411,687,25,11
6412,687,27,291
6413,687,28,109
6414,687,33,81
6415,687,34,160
6416,687,36,687
6417,688,1,688
6418,688,13,21
6419,688,27,234
6420,688,34,34
6421,689,1,689
6422,689,13,22
6423,689,27,235
6424,689,34,35
6425,689,36,689
6426,690,1,690
6427,690,13,30
6428,690,21,347
6429,690,25,94
6430,690,28,194
6431,690,31,337
6432,690,34,161
6433,691,1,691
6434,691,13,31
6435,691,21,348
6436,691,25,95
6437,691,28,195
6438,691,31,338
6439,691,34,162
6440,691,36,691
6441,692,1,692
6442,692,13,32
6443,692,21,349
6444,692,25,96
6445,692,28,196
6446,692,31,339
6447,692,34,163
6448,693,1,693
6449,693,13,33
6450,693,21,350
6451,693,25,97
6452,693,28,197
6453,693,31,340
6454,693,34,164
6455,693,36,693
6456,694,1,694
6457,694,13,46
6458,694,27,318
6459,694,34,202
6460,695,1,695
6461,695,13,47
6462,695,27,319
6463,695,34,203
6464,695,36,695
6465,696,1,696
6466,696,13,64
6467,696,21,243
6468,696,23,144
6469,696,29,83
6470,696,34,193
6471,697,1,697
6472,697,13,65
6473,697,21,244
6474,697,23,145
6475,697,29,84
6476,697,34,194
6477,697,36,697
6478,698,1,698
6479,698,13,66
6480,698,21,245
6481,698,23,146
6482,698,29,85
6483,698,34,195
6484,699,1,699
6485,699,13,67
6486,699,21,246
6487,699,23,147
6488,699,29,86
6489,699,34,196
6490,699,36,699
6491,700,1,700
6492,700,13,85
6493,700,16,131
6494,700,18,58
6495,700,21,161
6496,700,23,62
6497,700,27,204
6498,700,29,82
6499,700,30,33
6500,700,31,187
6501,700,34,108
6502,700,36,700
6503,701,1,701
6504,701,13,89
6505,701,21,96
6506,701,22,96
6507,701,27,320
6508,701,31,301
6509,701,34,181
6510,701,36,701
6511,702,1,702
6512,702,13,110
6513,702,21,291
6514,702,24,112
6515,702,28,103
6516,702,31,200
6517,702,34,51
6518,702,36,702
6519,703,1,703
6520,703,13,124
6521,703,16,101
6522,703,17,101
6523,703,20,51
6524,703,21,123
6525,703,22,123
6526,703,25,63
6527,703,29,128
6528,703,32,167
6529,703,34,131
6530,704,1,704
6531,704,14,19
6532,704,16,178
6533,704,18,105
6534,704,19,74
6535,704,20,66
6536,704,21,217
6537,704,23,118
6538,704,24,81
6539,704,25,79
6540,704,27,389
6541,704,28,60
6542,704,30,115
6543,704,31,172
6544,704,32,178
6545,704,34,165
6546,705,1,705
6547,705,14,20
6548,705,16,179
6549,705,18,106
6550,705,19,75
6551,705,20,67
6552,705,21,218
6553,705,23,119
6554,705,24,82
6555,705,25,80
6556,705,27,390
6557,705,28,61
6558,705,30,116
6559,705,31,173
6560,705,32,179
6561,705,34,166
6562,706,1,706
6563,706,14,21
6564,706,16,180
6565,706,18,107
6566,706,19,76
6567,706,20,68
6568,706,21,219
6569,706,23,120
6570,706,24,83
6571,706,25,81
6572,706,27,391
6573,706,28,62
6574,706,30,117
6575,706,31,174
6576,706,32,180
6577,706,34,167
6578,706,36,706
6579,707,1,707
6580,707,14,50
6581,707,16,241
6582,707,19,113
6583,707,21,314
6584,707,24,135
6585,707,28,28
6586,707,31,240
6587,707,34,188
6588,707,36,707
6589,708,1,708
6590,708,14,61
6591,708,16,196
6592,708,18,123
6593,708,21,250
6594,708,23,151
6595,708,27,338
6596,708,29,33
6597,708,32,68
6598,708,34,182
6599,709,1,709
6600,709,14,62
6601,709,16,197
6602,709,18,124
6603,709,21,251
6604,709,23,152
6605,709,27,339
6606,709,29,34
6607,709,32,69
6608,709,34,183
6609,709,36,709
6610,710,1,710
6611,710,14,63
6612,710,27,191
6613,710,34,204
6614,711,1,711
6615,711,14,64
6616,711,27,192
6617,711,34,205
6618,711,36,711
6619,712,1,712
6620,712,14,79
6621,712,27,358
6622,712,29,142
6623,712,30,215
6624,712,31,363
6625,712,34,174
6626,713,1,713
6627,713,14,80
6628,713,27,359
6629,713,29,143
6630,713,30,216
6631,713,31,364
6632,713,34,175
6633,713,36,713
6634,714,1,714
6635,714,14,113
6636,714,21,83
6637,714,22,83
6638,714,25,29
6639,714,27,176
6640,714,29,181
6641,714,31,303
6642,714,32,88
6643,714,34,186
6644,715,1,715
6645,715,14,114
6646,715,21,84
6647,715,22,84
6648,715,25,30
6649,715,27,177
6650,715,29,182
6651,715,31,304
6652,715,32,89
6653,715,34,187
6654,715,36,715
6655,716,1,716
6656,716,14,148
6657,716,34,228
6658,717,1,717
6659,717,14,149
6660,717,34,229
6661,718,1,718
6662,718,14,150
6663,718,16,205
6664,718,21,263
6665,718,34,230
6666,719,1,719
6667,719,34,231
6668,720,1,720
6669,720,35,121
6670,721,1,721
6671,721,35,114
6672,722,1,722
6673,722,16,1
6674,722,17,1
6675,722,21,1
6676,722,22,1
6677,722,30,1
6678,722,33,218
6679,723,1,723
6680,723,16,2
6681,723,17,2
6682,723,21,2
6683,723,22,2
6684,723,30,2
6685,723,33,219
6686,724,1,724
6687,724,16,3
6688,724,17,3
6689,724,21,3
6690,724,22,3
6691,724,30,3
6692,724,33,220
6693,724,36,724
6694,725,1,725
6695,725,16,4
6696,725,17,4
6697,725,21,4
6698,725,22,4
6699,725,33,221
6700,726,1,726
6701,726,16,5
6702,726,17,5
6703,726,21,5
6704,726,22,5
6705,726,33,222
6706,727,1,727
6707,727,16,6
6708,727,17,6
6709,727,21,6
6710,727,22,6
6711,727,33,223
6712,727,36,727
6713,728,1,728
6714,728,16,7
6715,728,17,7
6716,728,21,7
6717,728,22,7
6718,728,33,224
6719,729,1,729
6720,729,16,8
6721,729,17,8
6722,729,21,8
6723,729,22,8
6724,729,33,225
6725,730,1,730
6726,730,16,9
6727,730,17,9
6728,730,21,9
6729,730,22,9
6730,730,33,226
6731,730,36,730
6732,731,1,731
6733,731,16,10
6734,731,17,10
6735,731,18,1
6736,731,19,1
6737,731,20,1
6738,731,21,10
6739,731,22,10
6740,731,23,1
6741,731,24,1
6742,731,25,1
6743,731,33,47
6744,732,1,732
6745,732,16,11
6746,732,17,11
6747,732,18,2
6748,732,19,2
6749,732,20,2
6750,732,21,11
6751,732,22,11
6752,732,23,2
6753,732,24,2
6754,732,25,2
6755,732,33,48
6756,733,1,733
6757,733,16,12
6758,733,17,12
6759,733,18,3
6760,733,19,3
6761,733,20,3
6762,733,21,12
6763,733,22,12
6764,733,23,3
6765,733,24,3
6766,733,25,3
6767,733,33,49
6768,733,36,733
6769,734,1,734
6770,734,16,13
6771,734,17,13
6772,734,18,4
6773,734,19,4
6774,734,20,4
6775,734,21,13
6776,734,22,13
6777,734,23,4
6778,734,24,4
6779,734,25,4
6780,734,31,27
6781,735,1,735
6782,735,16,14
6783,735,17,14
6784,735,18,5
6785,735,19,5
6786,735,20,5
6787,735,21,14
6788,735,22,14
6789,735,23,5
6790,735,24,5
6791,735,25,5
6792,735,31,28
6793,736,1,736
6794,736,16,27
6795,736,17,27
6796,736,18,11
6797,736,19,12
6798,736,21,34
6799,736,22,34
6800,736,23,11
6801,736,24,12
6802,736,27,16
6803,736,32,112
6804,737,1,737
6805,737,16,28
6806,737,17,28
6807,737,18,12
6808,737,19,13
6809,737,21,35
6810,737,22,35
6811,737,23,12
6812,737,24,13
6813,737,27,17
6814,737,32,113
6815,738,1,738
6816,738,16,29
6817,738,17,29
6818,738,18,13
6819,738,19,14
6820,738,21,36
6821,738,22,36
6822,738,23,13
6823,738,24,14
6824,738,27,18
6825,738,32,114
6826,739,1,739
6827,739,16,59
6828,739,17,59
6829,739,18,21
6830,739,19,30
6831,739,20,17
6832,739,21,71
6833,739,22,71
6834,739,23,21
6835,739,24,30
6836,739,25,24
6837,739,31,118
6838,739,33,72
6839,739,35,87
6840,740,1,740
6841,740,16,60
6842,740,17,60
6843,740,18,22
6844,740,19,31
6845,740,20,18
6846,740,21,72
6847,740,22,72
6848,740,23,22
6849,740,24,31
6850,740,25,25
6851,740,31,119
6852,740,33,73
6853,740,35,88
6854,740,36,740
6855,741,1,741
6856,741,16,82
6857,741,17,82
6858,741,18,31
6859,741,19,42
6860,741,20,32
6861,741,21,97
6862,741,22,97
6863,741,23,31
6864,741,24,42
6865,741,25,41
6866,741,31,100
6867,741,32,115
6868,741,33,74
6869,742,1,742
6870,742,16,83
6871,742,17,83
6872,742,19,43
6873,742,20,33
6874,742,21,98
6875,742,22,98
6876,742,24,43
6877,742,25,42
6878,742,27,187
6879,742,32,16
6880,743,1,743
6881,743,16,84
6882,743,17,84
6883,743,19,44
6884,743,20,34
6885,743,21,99
6886,743,22,99
6887,743,24,44
6888,743,25,43
6889,743,27,188
6890,743,32,17
6891,744,1,744
6892,744,16,103
6893,744,17,103
6894,744,20,53
6895,744,21,126
6896,744,22,126
6897,744,25,65
6898,744,28,157
6899,744,31,89
6900,744,32,70
6901,745,1,745
6902,745,16,104
6903,745,17,104
6904,745,20,54
6905,745,21,127
6906,745,22,127
6907,745,25,66
6908,745,28,158
6909,745,31,90
6910,745,32,71
6911,745,36,745
6912,746,1,746
6913,746,16,110
6914,746,17,110
6915,746,18,42
6916,746,19,57
6917,746,21,133
6918,746,22,133
6919,746,23,42
6920,746,24,60
6921,746,27,155
6922,746,28,110
6923,747,1,747
6924,747,16,113
6925,747,17,113
6926,747,18,45
6927,747,21,136
6928,747,22,136
6929,747,23,45
6930,747,27,307
6931,747,28,127
6932,747,31,344
6933,748,1,748
6934,748,16,114
6935,748,17,114
6936,748,18,46
6937,748,21,137
6938,748,22,137
6939,748,23,46
6940,748,27,308
6941,748,28,128
6942,748,31,345
6943,748,36,748
6944,749,1,749
6945,749,16,132
6946,749,18,59
6947,749,19,58
6948,749,20,59
6949,749,21,165
6950,749,23,66
6951,749,24,64
6952,749,25,71
6953,749,27,84
6954,749,31,272
6955,749,32,129
6956,750,1,750
6957,750,16,133
6958,750,18,60
6959,750,19,59
6960,750,20,60
6961,750,21,166
6962,750,23,67
6963,750,24,65
6964,750,25,72
6965,750,27,85
6966,750,31,273
6967,750,32,130
6968,750,36,750
6969,751,1,751
6970,751,16,141
6971,751,18,68
6972,751,19,62
6973,751,21,174
6974,751,23,75
6975,751,24,68
6976,751,27,214
6977,751,29,91
6978,751,33,90
6979,752,1,752
6980,752,16,142
6981,752,18,69
6982,752,19,63
6983,752,21,175
6984,752,23,76
6985,752,24,69
6986,752,27,215
6987,752,29,92
6988,752,33,91
6989,752,36,752
6990,753,1,753
6991,753,16,143
6992,753,18,70
6993,753,21,176
6994,753,23,77
6995,753,28,17
6996,753,31,247
6997,753,32,31
6998,754,1,754
6999,754,16,144
7000,754,18,71
7001,754,21,177
7002,754,23,78
7003,754,28,18
7004,754,31,248
7005,754,32,32
7006,755,1,755
7007,755,16,145
7008,755,18,72
7009,755,19,64
7010,755,21,178
7011,755,23,79
7012,755,24,70
7013,755,27,340
7014,756,1,756
7015,756,16,146
7016,756,18,73
7017,756,19,65
7018,756,21,179
7019,756,23,80
7020,756,24,71
7021,756,27,341
7022,757,1,757
7023,757,16,161
7024,757,18,88
7025,757,21,195
7026,757,23,96
7027,757,27,244
7028,757,28,159
7029,757,31,120
7030,757,32,168
7031,758,1,758
7032,758,16,162
7033,758,18,89
7034,758,21,196
7035,758,23,97
7036,758,27,245
7037,758,28,160
7038,758,31,121
7039,758,32,169
7040,758,36,758
7041,759,1,759
7042,759,16,169
7043,759,18,96
7044,759,20,63
7045,759,21,205
7046,759,23,106
7047,759,25,76
7048,759,27,94
7049,760,1,760
7050,760,16,170
7051,760,18,97
7052,760,20,64
7053,760,21,206
7054,760,23,107
7055,760,25,77
7056,760,27,95
7057,761,1,761
7058,761,16,171
7059,761,18,98
7060,761,21,207
7061,761,23,108
7062,761,27,52
7063,761,31,81
7064,762,1,762
7065,762,16,172
7066,762,18,99
7067,762,21,208
7068,762,23,109
7069,762,27,53
7070,762,31,82
7071,763,1,763
7072,763,16,173
7073,763,18,100
7074,763,21,209
7075,763,23,110
7076,763,27,54
7077,763,31,83
7078,763,36,763
7079,764,1,764
7080,764,16,174
7081,764,18,101
7082,764,21,210
7083,764,23,111
7084,764,28,79
7085,764,33,58
7086,765,1,765
7087,765,16,176
7088,765,18,103
7089,765,21,215
7090,765,23,116
7091,765,27,342
7092,765,28,89
7093,765,31,313
7094,765,36,765
7095,766,1,766
7096,766,16,177
7097,766,18,104
7098,766,21,216
7099,766,23,117
7100,766,27,343
7101,766,28,90
7102,766,31,314
7103,766,36,766
7104,767,1,767
7105,767,16,182
7106,767,18,109
7107,767,20,70
7108,767,21,221
7109,767,23,122
7110,767,25,83
7111,767,27,232
7112,767,28,124
7113,767,35,62
7114,768,1,768
7115,768,16,183
7116,768,18,110
7117,768,20,71
7118,768,21,222
7119,768,23,123
7120,768,25,84
7121,768,27,233
7122,768,28,125
7123,768,35,63
7124,769,1,769
7125,769,16,186
7126,769,18,113
7127,769,21,225
7128,769,23,126
7129,769,28,133
7130,769,31,322
7131,769,35,25
7132,770,1,770
7133,770,16,187
7134,770,18,114
7135,770,21,226
7136,770,23,127
7137,770,28,134
7138,770,31,323
7139,770,35,26
7140,771,1,771
7141,771,16,200
7142,771,18,127
7143,771,21,256
7144,771,23,157
7145,771,27,156
7146,772,1,772
7147,772,16,203
7148,772,21,259
7149,772,27,381
7150,773,1,773
7151,773,16,204
7152,773,21,260
7153,773,27,382
7154,774,1,774
7155,774,16,213
7156,774,19,85
7157,774,21,277
7158,774,24,98
7159,774,33,106
7160,775,1,775
7161,775,16,222
7162,775,19,94
7163,775,21,286
7164,775,24,107
7165,775,31,315
7166,776,1,776
7167,776,16,224
7168,776,19,96
7169,776,21,288
7170,776,24,109
7171,776,27,347
7172,777,1,777
7173,777,16,225
7174,777,19,97
7175,777,21,292
7176,777,24,113
7177,777,27,348
7178,778,1,778
7179,778,16,242
7180,778,19,114
7181,778,21,315
7182,778,24,136
7183,778,27,301
7184,778,29,46
7185,778,31,239
7186,778,32,189
7187,778,35,68
7188,778,36,778
7189,779,1,779
7190,779,16,243
7191,779,19,115
7192,779,21,320
7193,779,24,141
7194,779,31,335
7195,779,33,55
7196,780,1,780
7197,780,16,244
7198,780,19,116
7199,780,21,321
7200,780,24,142
7201,780,27,346
7202,780,34,224
7203,780,36,780
7204,781,1,781
7205,781,16,263
7206,781,20,78
7207,781,21,344
7208,781,25,91
7209,781,27,360
7210,781,29,162
7211,782,1,782
7212,782,16,271
7213,782,20,86
7214,782,21,361
7215,782,25,108
7216,782,27,392
7217,782,28,165
7218,782,32,131
7219,783,1,783
7220,783,16,272
7221,783,20,87
7222,783,21,362
7223,783,25,109
7224,783,27,393
7225,783,28,166
7226,783,32,132
7227,784,1,784
7228,784,16,273
7229,784,20,88
7230,784,21,363
7231,784,25,110
7232,784,27,394
7233,784,28,167
7234,784,32,133
7235,784,36,784
7236,785,1,785
7237,785,16,285
7238,785,17,120
7239,785,21,383
7240,785,22,150
7241,786,1,786
7242,786,16,286
7243,786,18,130
7244,786,21,384
7245,786,23,160
7246,787,1,787
7247,787,16,287
7248,787,19,130
7249,787,21,385
7250,787,24,160
7251,788,1,788
7252,788,16,288
7253,788,20,100
7254,788,21,386
7255,788,25,130
7256,789,1,789
7257,789,16,289
7258,789,21,387
7259,790,1,790
7260,790,16,290
7261,790,21,388
7262,791,1,791
7263,791,16,291
7264,791,21,389
7265,792,1,792
7266,792,16,292
7267,792,21,390
7268,793,1,793
7269,793,16,293
7270,793,21,391
7271,794,1,794
7272,794,16,294
7273,794,21,394
7274,795,1,795
7275,795,16,295
7276,795,21,395
7277,796,1,796
7278,796,16,296
7279,796,21,396
7280,797,1,797
7281,797,16,297
7282,797,21,397
7283,798,1,798
7284,798,16,298
7285,798,21,398
7286,799,1,799
7287,799,16,299
7288,799,21,399
7289,800,1,800
7290,800,16,300
7291,800,21,400
7292,801,1,801
7293,801,16,301
7294,801,21,401
7295,801,35,131
7296,802,1,802
7297,802,16,302
7298,802,21,402
7299,802,35,122
7300,803,1,803
7301,803,21,261
7302,804,1,804
7303,804,21,262
7304,805,1,805
7305,805,21,392
7306,806,1,806
7307,806,21,393
7308,807,1,807
7309,807,21,403
7310,807,35,132
7311,808,1,808
7312,808,26,152
7313,808,35,123
7314,809,1,809
7315,809,26,153
7316,809,35,124
7317,810,1,810
7318,810,27,1
7319,810,33,227
7320,811,1,811
7321,811,27,2
7322,811,33,228
7323,812,1,812
7324,812,27,3
7325,812,33,229
7326,813,1,813
7327,813,27,4
7328,813,33,230
7329,814,1,814
7330,814,27,5
7331,814,33,231
7332,815,1,815
7333,815,27,6
7334,815,33,232
7335,816,1,816
7336,816,27,7
7337,816,33,233
7338,817,1,817
7339,817,27,8
7340,817,33,234
7341,818,1,818
7342,818,27,9
7343,818,33,235
7344,819,1,819
7345,819,27,24
7346,819,28,9
7347,819,29,5
7348,819,31,29
7349,819,32,72
7350,820,1,820
7351,820,27,25
7352,820,28,10
7353,820,29,6
7354,820,31,30
7355,820,32,73
7356,821,1,821
7357,821,27,21
7358,821,29,163
7359,821,31,40
7360,821,35,73
7361,822,1,822
7362,822,27,22
7363,822,29,164
7364,822,31,41
7365,822,35,74
7366,823,1,823
7367,823,27,23
7368,823,29,165
7369,823,31,42
7370,823,35,75
7371,823,36,823
7372,824,1,824
7373,824,27,10
7374,824,28,14
7375,825,1,825
7376,825,27,11
7377,825,28,15
7378,826,1,826
7379,826,27,12
7380,826,28,16
7381,827,1,827
7382,827,27,29
7383,827,35,64
7384,828,1,828
7385,828,27,30
7386,828,35,65
7387,829,1,829
7388,829,27,126
7389,829,29,166
7390,830,1,830
7391,830,27,127
7392,830,29,167
7393,831,1,831
7394,831,27,34
7395,831,29,3
7396,832,1,832
7397,832,27,35
7398,832,29,4
7399,833,1,833
7400,833,27,42
7401,833,28,56
7402,833,31,57
7403,833,32,183
7404,834,1,834
7405,834,27,43
7406,834,28,57
7407,834,31,58
7408,834,32,184
7409,835,1,835
7410,835,27,46
7411,835,29,155
7412,836,1,836
7413,836,27,47
7414,836,29,156
7415,837,1,837
7416,837,27,161
7417,837,29,176
7418,837,31,91
7419,838,1,838
7420,838,27,162
7421,838,29,177
7422,838,31,92
7423,839,1,839
7424,839,27,163
7425,839,29,178
7426,839,31,93
7427,840,1,840
7428,840,27,205
7429,840,28,19
7430,840,31,108
7431,840,32,33
7432,841,1,841
7433,841,27,206
7434,841,28,20
7435,841,31,109
7436,841,32,34
7437,841,36,841
7438,842,1,842
7439,842,27,207
7440,842,28,21
7441,842,31,110
7442,842,32,35
7443,842,36,842
7444,843,1,843
7445,843,27,312
7446,843,28,174
7447,843,31,270
7448,844,1,844
7449,844,27,313
7450,844,28,175
7451,844,31,271
7452,844,36,844
7453,845,1,845
7454,845,27,309
7455,845,28,93
7456,845,32,185
7457,846,1,846
7458,846,27,180
7459,846,28,96
7460,846,31,136
7461,846,32,90
7462,847,1,847
7463,847,27,181
7464,847,28,97
7465,847,31,137
7466,847,32,91
7467,848,1,848
7468,848,27,310
7469,848,31,198
7470,848,35,102
7471,849,1,849
7472,849,27,311
7473,849,31,199
7474,849,35,103
7475,850,1,850
7476,850,27,159
7477,850,29,99
7478,851,1,851
7479,851,27,160
7480,851,29,100
7481,852,1,852
7482,852,27,351
7483,852,28,129
7484,852,35,66
7485,853,1,853
7486,853,27,352
7487,853,28,130
7488,853,35,67
7489,854,1,854
7490,854,27,335
7491,854,29,132
7492,854,31,237
7493,854,33,127
7494,855,1,855
7495,855,27,336
7496,855,29,133
7497,855,31,238
7498,855,33,128
7499,855,36,855
7500,856,1,856
7501,856,27,241
7502,856,29,40
7503,856,31,282
7504,856,32,92
7505,857,1,857
7506,857,27,242
7507,857,29,41
7508,857,31,283
7509,857,32,93
7510,858,1,858
7511,858,27,243
7512,858,29,42
7513,858,31,284
7514,858,32,94
7515,858,36,858
7516,859,1,859
7517,859,27,238
7518,859,29,37
7519,859,31,285
7520,859,32,190
7521,860,1,860
7522,860,27,239
7523,860,29,38
7524,860,31,286
7525,860,32,191
7526,861,1,861
7527,861,27,240
7528,861,29,39
7529,861,31,287
7530,861,32,192
7531,861,36,861
7532,862,1,862
7533,862,27,33
7534,862,29,73
7535,863,1,863
7536,863,27,183
7537,863,35,6
7538,864,1,864
7539,864,27,237
7540,865,1,865
7541,865,27,219
7542,865,35,8
7543,866,1,866
7544,866,27,366
7545,866,29,12
7546,866,35,110
7547,866,36,866
7548,867,1,867
7549,867,27,328
7550,867,35,61
7551,867,36,867
7552,868,1,868
7553,868,27,185
7554,868,33,42
7555,869,1,869
7556,869,27,186
7557,869,33,43
7558,869,36,869
7559,870,1,870
7560,870,27,345
7561,870,31,300
7562,870,34,212
7563,870,36,870
7564,871,1,871
7565,871,27,353
7566,871,28,126
7567,871,29,158
7568,871,31,321
7569,872,1,872
7570,872,27,349
7571,872,29,1
7572,872,31,350
7573,873,1,873
7574,873,27,350
7575,873,29,2
7576,873,31,351
7577,874,1,874
7578,874,27,369
7579,874,29,89
7580,874,31,319
7581,875,1,875
7582,875,27,370
7583,875,29,90
7584,875,31,320
7585,876,1,876
7586,876,27,337
7587,876,29,171
7588,876,31,241
7589,876,32,193
7590,876,35,52
7591,877,1,877
7592,877,27,344
7593,877,28,104
7594,877,29,157
7595,877,32,95
7596,877,35,70
7597,877,36,877
7598,878,1,878
7599,878,27,302
7600,878,29,108
7601,878,31,124
7602,879,1,879
7603,879,27,303
7604,879,29,109
7605,879,31,125
7606,880,1,880
7607,880,27,374
7608,881,1,881
7609,881,27,375
7610,882,1,882
7611,882,27,376
7612,883,1,883
7613,883,27,377
7614,884,1,884
7615,884,27,371
7616,884,33,161
7617,885,1,885
7618,885,27,395
7619,885,29,110
7620,885,31,305
7621,886,1,886
7622,886,27,396
7623,886,29,111
7624,886,31,306
7625,887,1,887
7626,887,27,397
7627,887,29,112
7628,887,31,307
7629,887,36,887
7630,888,1,888
7631,888,27,398
7632,889,1,889
7633,889,27,399
7634,890,1,890
7635,890,27,400
7636,891,1,891
7637,891,28,100
7638,892,1,892
7639,892,28,101
7640,893,1,893
7641,893,28,211
7642,894,1,894
7643,894,29,200
7644,895,1,895
7645,895,29,201
7646,896,1,896
7647,896,29,208
7648,897,1,897
7649,897,29,209
7650,898,1,898
7651,898,29,210
7652,899,1,899
7653,899,30,50
7654,899,36,899
7655,900,1,900
7656,900,30,73
7657,900,33,21
7658,900,35,69
7659,900,36,900
7660,901,1,901
7661,901,30,114
7662,901,32,196
7663,902,1,902
7664,902,30,167
7665,902,32,195
7666,902,36,902
7667,903,1,903
7668,903,30,203
7669,903,36,903
7670,904,1,904
7671,904,30,85
7672,904,33,147
7673,904,35,38
7674,904,36,904
7675,905,1,905
7676,905,30,234
7677,906,1,906
7678,906,31,1
7679,907,1,907
7680,907,31,2
7681,908,1,908
7682,908,31,3
7683,908,36,908
7684,909,1,909
7685,909,31,4
7686,910,1,910
7687,910,31,5
7688,911,1,911
7689,911,31,6
7690,911,36,911
7691,912,1,912
7692,912,31,7
7693,913,1,913
7694,913,31,8
7695,914,1,914
7696,914,31,9
7697,914,36,914
7698,915,1,915
7699,915,31,10
7700,916,1,916
7701,916,31,11
7702,917,1,917
7703,917,31,12
7704,918,1,918
7705,918,31,13
7706,919,1,919
7707,919,31,14
7708,920,1,920
7709,920,31,15
7710,921,1,921
7711,921,31,22
7712,922,1,922
7713,922,31,23
7714,923,1,923
7715,923,31,24
7716,924,1,924
7717,924,31,71
7718,924,32,97
7719,925,1,925
7720,925,31,72
7721,925,32,98
7722,925,36,925
7723,926,1,926
7724,926,31,76
7725,926,35,79
7726,927,1,927
7727,927,31,77
7728,927,35,80
7729,928,1,928
7730,928,31,84
7731,929,1,929
7732,929,31,85
7733,930,1,930
7734,930,31,86
7735,931,1,931
7736,931,31,113
7737,931,35,86
7738,932,1,932
7739,932,31,129
7740,932,35,89
7741,933,1,933
7742,933,31,130
7743,933,35,90
7744,934,1,934
7745,934,31,131
7746,934,35,91
7747,934,36,934
7748,935,1,935
7749,935,31,165
7750,935,35,97
7751,936,1,936
7752,936,31,166
7753,936,35,98
7754,936,36,936
7755,937,1,937
7756,937,31,167
7757,937,35,99
7758,937,36,937
7759,938,1,938
7760,938,31,170
7761,939,1,939
7762,939,31,171
7763,939,36,939
7764,940,1,940
7765,940,31,177
7766,941,1,941
7767,941,31,178
7768,942,1,942
7769,942,31,196
7770,942,35,100
7771,943,1,943
7772,943,31,197
7773,943,35,101
7774,944,1,944
7775,944,31,202
7776,944,35,104
7777,945,1,945
7778,945,31,203
7779,945,35,105
7780,946,1,946
7781,946,31,242
7782,947,1,947
7783,947,31,243
7784,948,1,948
7785,948,31,244
7786,948,32,74
7787,949,1,949
7788,949,31,245
7789,949,32,75
7790,950,1,950
7791,950,31,249
7792,951,1,951
7793,951,31,250
7794,951,35,14
7795,952,1,952
7796,952,31,251
7797,952,35,15
7798,952,36,952
7799,953,1,953
7800,953,31,254
7801,953,33,30
7802,954,1,954
7803,954,31,255
7804,954,33,31
7805,955,1,955
7806,955,31,263
7807,956,1,956
7808,956,31,264
7809,956,36,956
7810,957,1,957
7811,957,31,279
7812,957,35,16
7813,958,1,958
7814,958,31,280
7815,958,35,17
7816,959,1,959
7817,959,31,281
7818,959,35,18
7819,959,36,959
7820,960,1,960
7821,960,31,288
7822,961,1,961
7823,961,31,289
7824,962,1,962
7825,962,31,290
7826,962,32,134
7827,963,1,963
7828,963,31,291
7829,964,1,964
7830,964,31,292
7831,964,36,964
7832,965,1,965
7833,965,31,293
7834,966,1,966
7835,966,31,294
7836,967,1,967
7837,967,31,295
7838,967,35,19
7839,968,1,968
7840,968,31,296
7841,968,32,96
7842,968,36,968
7843,969,1,969
7844,969,31,308
7845,969,32,156
7846,969,35,20
7847,970,1,970
7848,970,31,309
7849,970,32,157
7850,970,35,21
7851,970,36,970
7852,971,1,971
7853,971,31,311
7854,971,35,23
7855,972,1,972
7856,972,31,312
7857,972,35,24
7858,972,36,972
7859,973,1,973
7860,973,31,346
7861,973,35,28
7862,974,1,974
7863,974,31,361
7864,975,1,975
7865,975,31,362
7866,976,1,976
7867,976,31,373
7868,977,1,977
7869,977,31,374
7870,977,35,30
7871,978,1,978
7872,978,31,375
7873,978,35,31
7874,979,1,979
